text,star
별한개도아까움. 열연하신 배우님들한테는 고맙네요,0
사실 저는 개인적으로 그렇게 재미있진 않았습니당 개그코드가 안맞아서..조금 평이 과장된 듯 합니다ㅜ그래도 분명 재미있고 연기도 좋고 액션도 좋았어요! 하지만영화를 보고 난 후 마음 속에 남는 건 없더라구요 그냥 웃고싶을때 가볍게 보기 좋을 듯 해요^^,1
개꿀잼임 개웃김 ㅋㅋㅋ,1
배우분들의 각자 다른 캐릭터 연기가 일품입니다~,1
진짜.. 난 살인의 추억 실미도 올드보이 알포인트때 만해도 한국이 자본이없어서 그렇지 머리가 좋아 헐리우드보다 영화 훨신 잘만드는줄 알았다.. ㅡㅡ 근데 이젠 하다하다 이런영화가 천만이 넘어가고 참.. 씁쓸하다 한국영화계..,0
영화보는 내내 여자친구랑 웃으면서 봤네요 네이버 페이로 간단하게 결제해서 더 편하게 볼 수 있었습니다 ㅎ 영화보시려는분들 강추강추!!,1
응 아니야 응 아니야 응 아니야,0
메인포스터도 폭망에 일조,0
뭐가그렇게웃긴지 그냥 중간중간 피식정도인거같은대 내가이상한건가 너무웃길려고애쓰는모습특히 경찰막내 관람객들은깔깔대며 웃는대 전혀공감이안가고 뭐살짝 피식정도같은대 내가이상한건지 유치하신분들은 웃을수도있는영화,1
그냥 아무 생각없이 보기 좋네요 ㅋㅋ 여자 경호원 엄청 세고 진선규도 웃기고 ㅋㅋ신하균 귀여움,1
엔딩은 원작이 맘에 들지만 그렇다고 영화가 나쁘지는 않았다.,1
난 재밌었는데....,1
원작을 안 봐서 잘 모르겠지만 인생영화 등극 진짜 너무 재밌게 봤습니다 :),1
이 주연 배우로 관객수가 이게 뭐지 설마 해서 영화를 봤다. 두둥... 최민호가 나온다. 왜망했는지 그제서야 이해가 됬다.. 잘난척의 끝판왕 최민호 화이팅,0
웃고싶으신 분들  이영화를 보시면 됩니다!보는 내내 배꼽 빠지는줄 알았습니다~~ ^^,1
간만에 웃었네요~~잼있었음,1
재미지다.존나 웃엇다.배 고푸다치킨 먹는다,1
설명절날봤는데  음력설이지만  새해에  유쾌하게  웃었네요~   올한해이렇게  유쾌하게  웃는날만  되기를바래봅니다,1
한효주나오는영화는 다망하는듯,1
"스토리나 연출은 다른사람들이 많이 언급했으니 생략하고, 한효주 연기는 해어화 이후 정말 날로 느는듯....",1
그냥 아무 생각 없이 웃다 나올 수 있는 영화!,1
기대안하고 봤는데 재밌네요,1
간만에 유쾌하게 웃었습니다.,1
중간까진 하품나오고 이후로는 재밌음....,1
오랜만에 많이 웃는 영화를 봤네요~~~관람하길 잘 했다능~~~,1
이렇게 두시간 동안 쉬지않게 웃게 해주는 영화는 첨입니다,1
진짜 보는내내 웃었어요  추천드립니당,1
개인적으로는 재밌게 본 영화. 이 정도면 잘 만든 영화라고 생각합니다. 특히 액션으로는 깔게 없다고 생각합니다.,1
극한직업 베트남CGV에 언제 개봉하나요? 빨리 보고싶네요,1
최근 본 영화 중에 제일 재미있었던거 같아요ㅋㅋㅋ 진짜 다시보고싶을 정도,1
편안하게 웃고즐길수잇는 영화,1
"마악반의개성있는 코믹연기와 멋진액션신으로  돼지해에 재밌는 영화를 보았다, 엄지척",1
ㅜㅜㅠㅠ 사람들이 보지않는이유가?,0
그닥. 억지웃음유발밖에...,0
왜다들재미없다고하지??! 난너무 재밌었는데 ㅠㅠ..,1
후우우우우 사람마다 보는 관점이 다르니깐,0
평점 최악이다..라고 보고 가니 그냥 저냥 볼만 ㅋ,1
정우성 나와!ㅤㅤㅤㅤ,0
와 진짜 오랜만에 시작부터 끝까지 엄청 웃다가 나왔어요. 조금 전에 봤는데 조만간 또 보고싶은 기분- 캐스팅 진짜 넘나 잘하신듯! 고민말고 예약 고고하십시오ㅋㅋ 이 영화 안본 사람없게 해주세요!!,1
진짜 재미있어요 꼭 보세영,1
"아... 이건뭐지? 미스케스팅, 연출, 원작 개무시, 각본... 총체적난국이다. 최고급 요리재료로 비빔밥 먹은 느낌... 요즘 관객들 눈높이 얼만데 이따위 연기와 연출로...ㅉㅉㅉ",0
이딴게 박스오피스 1위하고 앉았네,0
같은 영화 상영관에서 두 번은 난생 처음돈 아깝지 않음,1
그냥 오랜만에 맘편하게 재밌게 본 것 같아요ㅎㅎㅎ,1
이 영화의 흥행은 관객들이 어떤 영화를 원하고 있었는지 알려주는 시그널이다.,1
타이밍 좋네 설 연휴 끼고 천만 갈 기세네. 웃음이 필요한 대한민국에 적절한 영화,1
코미디영화 안좋아하는데 기대를 전혀 안해서 그런가끝까지 깔끔하게 잼있네요.억지 감동같은것도 없고 오랜만에 잼있게 봤습니다~,1
으히헤흐호후허크킄큭,1
엄청 재미있고 최고로 웃김 ㅋㅋㅋ,1
너무 웃엇어요 ㅋㅋㅋㅋ 재밌습미다,1
이건뭐 그냥 노잼 원래 펑점 잘안믿는대 5점도 많다,0
너무나 긴 액션 씬..그리고 의미없이 웃기려하는 관객...왜 천만임?,0
처음시작부터 끝까지 웃깁니다ㅎㅎ배우들캐스팅 대박이고 영화에 대한 큰 지식은없지만영화제작의 모든부분에 최고라생각하네요덕분에 많이 웃었고 즐거웠습니다.진선규님그동안 고생많이 하셨다는데 이제 빛을 보시는것같아 좋습니다. 이 영화 강추입니다^^,1
욕을해도 영화를 다 보고 해라했는데.. 아..미안하다 끝까지 볼수가 없었다.,0
간만에 깔깔거리면서 웃고왔어요 !  기대안하고 봤는데 완정 추천이요 !!,1
이 영화 레젼드 한국영화 ^^,1
가볍게 보기에 굿이였습니다. 잘봤습니다,1
시나리오가 별로네. 한반도에 반통일 무장테러단체?  이것부터가 폭망이 시작이네.ㅋㅋ,0
일부러 웃음 유도하려고 발악하는 느낌..돈 아까웠음..,0
오씨엔 에서 해도 안볼듯..,0
엄청 재미나게 봤어요.캐릭터마다 다 재미나다요.짱~,1
왜 한효주만 나옴 재미가 없어지는 걸까 ㅠㅠ,1
내 성격이 이상한가.. 왜 나만 웃지 않을까.. 자괴감이 들었다..나는 류승용 첫 등장만 웃겼다 “얜 왜 내려가”,0
시시할줄   알았는데  오랜만에  많이  웃었네요~~,1
"엄청 재밌지는 않았고 뭔가 개연성이 떨어지는 느낌이 들었어요.. 그리고 그냥 뭔가 흔한 한국코미디영화 같았어요 ,,개인적인 의견입니다",1
스트레스 해소용! 너무 재미있었음.,1
그냥 좀 지루했습니다.,0
와우~~~ 웃음제조기 탄생!,1
진심 웃다가 배꼽빠질뻔 너무 잼있네요 ㅡㅋㅋㅋ,1
정말 버릴 장면 없이 다 재밌었어요 ㅠ 평점 처음 남기는데 너무 재밌어서 더 흥했으면 해서 남겨요.... 허엉 못 본 분들 다 보세요 존잼입니다링,1
강동원이 잘생긴거가? 기럭지만 좋은거지...정우성이 더 멋진데...,0
내안의그놈이 솔직히 더웃겻다,1
한놈만 팬다 ㅋㅋㅋㅋ공감,1
재미있어요~적극추천~~,1
신파 죽여버리고 싶다. 한효주는 맨날 연기 똑같고.,0
이것도 영화라고 만들었냐? 역대급 노잼이다.,0
코미디 영화 중 최고!!,1
과장된 개그코드도 있었지만 재밌었다. 예고편에서 핵심적인 장면이 좀 많이 노출된 것 같아 아쉽. 한국어로 한국인 배우가 한국정서로 하는 코미디는 유치하고 재미없다고만 생각했는데 예상외로 훅하고 들어와 웃음이 터졌다.,1
권력기관 간의 암투에 휘말린 늑대와 빨간망토소녀 이야기 - 액션은 좋았고 멜로는 아쉽다,1
정말  재미있게 잘 봤습니다~ 감사합니다.,1
재밌당ㅋㅋㅋ 보세여 잼슴 ㅋㅋ,1
재미없다.. 그냥 이상이하도 아니다,0
정말 쏘쏘한 영화였던거 같다. 액션신만보면 재밌었지만 로맨스만보면 그냥 그런영화. 조금 아쉬운좀이있다면 두 장르를 매끄럽게 연결하지는 못한것 같은 영화!,0
보는동안 즐거웠어요 ㅎㅎ진선규님  연기재밌어요  모두다재밌어요  굳,1
원래 코미디 잘 안 보는데 재밌게 봤습니당ㅋㅋ,1
영화 보기전까진 졸린상태여서 영화를 볼 수는 있을까? 걱정했는데 괜한 걱정을 한듯이 잠이 달아나는 재미를 선사해준 영화,1
강동원이 인랑인거 다 알고 영화보러긴거임굳이 설명 않 해줘도 될 것을..,0
시기를 잘탔네요 그리고 애썼다,0
"솔직히 천만 관객수준 영화는 아닌것 같은데, 그냥 명절때 볼만한 영화가 없어서 그렸지! 내 기준700만 관객정도~",1
재미있는 코미디영화~~캐릭터들 찰떡궁합,1
스토리 전개도 그렇고 짜임새 있게 잘만들었습니다. 즐거웠습니다.,1
리얼이랑 비교하지마라리얼 재미있었는데진짜 이건 설마 했다..,0
최악이네.. 슈퍼맨 영화 보는줄...ㅋㅋㅋ,0
정말유쾌한영화 간만에 웃다가만 오네요 ㅎ,1
아무생각없이 웃으면서 봤어요 ㅎㅎ,1
너무기대해서 생각보다 그저그럼ㅎㅎ,1
"배우와 액션만 좋은 영화.중간에 들어간 멜로는 개연성이 없어 부자연스럽고, 각 조직간의 싸움은 겉으로 잘 드러나지않고 어느순간 끝나버린 이상한 연출이 아쉬웠습니다.",0
아 진짜 다들 연기력이 미침 ㅋㅋ 너무 웃겨요 진ㅈ짜 ㅋㅋㅋㅋ,1
코믹 내용 최고인듯 초딩들도 좋아함,1
재밋습!기대안햇는데굿,1
"리얼,조선명탐정에 이은 3연타였습니다.멜로만 하시던지 액션만 하셨어야 했어요. 어중간해서 산으로 간 것 같아요..",0
와진짜어디서웃어야하냐...관객수물타기라는게진짜무섭구나...이거볼빠에덤앤더머3번본다..한국영화수준떨어트린다는게이런거다...뻔히보이는억지웃음코드는진짜어디다가장단맞치냐...작작하자,0
그냥 재밌다. 안보면 후회할 뻔했다.,1
이 영화 위험해요!!어제 자야되는데 눈감으니까 영화장면 생각나서 피식 웃다가 잠다 설쳤음... 오늘 아침 조회 중에 또 웃다가 회사 짤릴뻔했음 이렇게 영화가 위험함. 그러니까 두번보세요. 세번보세요. 웃긴장면 질려서 안웃길때까지 그럼이만 백수였습니다.,1
오늘 보고왔는데 평점보고 기대를 안해서 그런가 생각보다 꽤 괜찮은 영화였음 연기들도 괜찮았고각자 개취는 있지만 내기준 1점 줄 영화는 절대 아님 그리고 감독이 영화에 공들인 티가 정말 많이남 다만 보다가 웃길정도로 주인공이 너무 주인공버프 받음,1
이 정도면 감독은 범죄를 저지른 거임... 해도 너무하네,0
개연성 없고 인물 특징도 부각되지 않으며 액션신은 라이벌 구도도 비중도 적고 심지어 시대를 역행하듯 매우 부자연스러움 ... 끝까지 영화가 던지는 질문과 메세지도 없음 ... 한가지 다행인건 회사 동호회 비용으로 봤다는거 ㅡㅡㅎ,0
나만 당할수 없지만 ㅋㅋㅋ 하.. 최악입니다 정말,0
내용은 좀 무슨말인가 싶지만 액션이 재미있네요 ㅎㅎ,1
연기가 아주 훌륭합니다,1
"가족과 친구, 연인 누구와 함께봐도 즐거운 시간 보낼 수 있는 영화!",1
재미는 있었지만 감동은 없었다..1000만 돌파 비결은 시기를 잘 잡았다!,1
보다가 진짜 안되겠어서 나옴  ㅋㅋㅋ 하,0
모랜만에 부모님 모시고  배꼽 빠지게 웃으며 봤네요 스트레스가 다  날아갔어요ㅎㅎㅎ,1
진짜 첨부터 끝까지 넘 재밌었어요,1
매 장면이 너무 웃겨요 ㅠㅠ 추천합니다,1
안봤다...예전부터느낀건데....김지운영화못만듦....정말못만듦.,0
"'밀정'이나 '놈놈놈'보다 '장화홍련', '달콤한 인생'과 같은 김지운 특유의 분위기, 색깔, 동화적 페티쉬 등을 좋아한다면 이번 작품도 만족스러울 것, 대중성은 떨어지지만 상징성은 풍부한 몽환적 멜로 액션 드라",1
못 봤지만 호불호 진짜 심해 보인다,0
지금까지 이런 재미는 없었다 이것은 영화인가 예술인가,1
가뜩이나 영화도 개판인데 정우성이 희대의 개소리를 해서 관객이 더욱 없음.,0
큰 기대없이 봤는데  넘 좋았어요.,1
"헐 너무 재밌어요ㅋㅋ 연기도 다들 잘하시고, 징그러운 장면도 없어서 가족들하고 보기도 좋아요. 참 잘 만든 영화네요!",1
별생각없이 웃게해주는영화네요~,1
정말  재밋게 잘본것 같아요,1
진짜 너무 재미있어서 보는 내내 웃었어요 ㅋㅋㅋ  제가 이런 글 잘 안 쓰는데 올해 최고로 많이 웃었던것 같아요!! 최고,1
엄청재밋습니다ㅋ꼭바요,1
예고편은 진짜 예고편에 불과했다!!! 너무너무 재밌게 봤습니다.,1
간만에 크게 웃었네.강추,1
잼잼핵잼꿀잼완전초잼,1
너무 재미있어요!! 영화보며 가족과 함께 즐거운 시간을 보냈답니다~ 영화 추천이요~ 극한직업!!! 칭찬해!!>_<,1
웃자고 만든 한국영화에서 이렇게 캐릭터구축이 잘되어 있는영화 간만인듯,1
방금 영화보고 나왔는데 진짜 재밌게 봤어요! 평점이 극과 극이고 호불호 심한 것 같아서 걱정했는데 정말 재밌게 봤어요. 특히 중년 관람객들 웃음 터트리며 즐거워하시길래 부모님 모시고 봐도 좋을 것 같네요 :) 영화에 대한 기준이 엄격하지 않다면 추천,1
유쾌하게 재밌네요 최고입니다,1
이용철씨 이게 8점줄영화입니까 당신 정신병원한번가보세요 머 이딴자가 평론가래,0
초반에는 나름 긴장감있고 재밌지만 뒤로 갈 수록 점점 떨어지는 것 같다. 에니메이션 원작인 줄 모르고 봤는데 보면 볼 수  대사가 에니메이션 같아...?라는 생각이 났다. 킬링타임으론 괜춘,0
그 놈의 멜로.이제 많이 먹었다,0
웃기기만 한데 웃기기만 해서 좋았네요 ㅋㅋㅋ추천드립니다,1
"강하차 영화는 믿고거른다. 강동원, 하지원, 차태현. 이들의 골빈 안목으로 고른 영화는 항상 유치뽕짝 억지감동 영화관에서 볼정도의 깊이가 없다. 게다가 정우성 한효주까지~",0
인랑? 썩꺼지랑 더럽게 재미없네 ㅡㅡ,0
영화 이 정도면 됐지 뭐가 문제라는 거냐? 군함도도 그렇고 필요이상으로 억지를 부리는구만....ㅋ,1
다 내가 좋아하는 배우들이고 연기를 잘하니 몰입도 잘되고 SF인지 멜로인지 헷갈리지만 재밌게봤음 강동원은 매번 저렇게 멋있는 역할만 맡더라 대박이야 옆에 신랑이랑 비교되게,1
어느 포인트에서 웃어야할지..난감했지만 시원한 결말에 만족합니다.,1
신랑땜에 한국영화 보게 됐는데 여태까지 한국영화 보면서 이렇게 웃어 보기는 첨인듯.. ㅋㅋ,1
왜 북한관련 영화는 죄다 정치적으로 뻘겋냐?베를린빼고 다 그럼,0
재밌다 간만에 한국영화가 해냈다!!,1
최근 5년간 최고영화임ㅋㅋ,1
낫 배드. 새로운 비주얼과 액션씬이 즐거운 영화.,1
오랜만에 힘빼고 아무 생각없이 편하게 웃으며 볼 수 있었어요 진선규님이 누군지 확실히 알았어요~,1
스토리를 중요시하게 보는 분들이라면 엄청 실망하실꺼에여 하지만 코믹부분은 재미있는 부분이 많아요 느와르 이런 영화 좋아하시는 분들은 진짜 별루일꺼에여 가족끼리 및 그냥 코믹영화,0
이해할 수 없는 현상... 예고편이 거의다에요. 나머진 초반 3분의1이 다고요. 오글오글 억지 웃음. 허술한시나리오전개. 애국심 대단들하셔~  이젠 관람객수 덕에 쭉~가겠구만,0
흠...예고편이 거의 그대로~,1
나랑 웃음코드가 안맞는건가..너무 의도된 억지웃음..몇번 피식 웃은거밖엔..하두 재밌다해서 봤는데 유치했어요ㅜㅜ,0
아~ 망해쓰요~ 강동원도 장동건의 길로 가게쓰요~,0
아무생각 없이 2시간동안 재밌게 봤어요,1
와..이거 웨 안 봐요들? 너무 웃어서 머리 깨지게 이프네요 감사합니다 ㅎㅎ,1
지금까지 이런 영화는 없었다. 진심 처음부터 끝까지 대박 웃김ㅋㅋ 이병헌 감독의 대사 티키타카 웃음코드 넘나 취향저격임 괜히 천만간게 아님ㅋㅋㅋ 운이고 나발이고 재미 없었으면 절대 천만못됨. 많이들 보셨으면ㅋㅋㅋ,1
영화 끝나고 자막올라갈때 까지 영화 내용을 이해못한 1인,0
디테일 짱 기대이상이라 어이없어 또보고싶어,1
전반적으로 재밌으나 억지유머 쪼금 있음,1
너무 재미있엇어요 오랜만에 영화보면서 계속웃은거같아요ㅋㅋㅋㅋ,1
예상치 못한 전개에 예상치 못한 개그코드 오랜만에 본 영화로 정말 좋았습니다,1
엄마랑 함께봤는데 너무 행복한 시간이였어요 ㅎㅎㅎ계속 웃었음,1
아픈 엄마랑기분전환할겸 요즘대새 영화 상영내   웃으신다고 상영후 배고픈시다는 ♡야야 코미디다  코미디  엄니  코미디영화라우,1
현실성을 어느정도 따지면서 영화 보는 스타일이시라면 절대 안 보시는거 추천 ..,0
류승용 배우님 짱!! 정말 재밌게 잘 봤어요,1
0점 못주나 주나 못주나,0
시사회에서 먼저 보고 왔었는데...  기대를 많이 했던 작품이었는데 초반 20분 정도는 전개가 너무 빨라서 몰입이 잘 되지 않았고. 그러나 화려한 액션신과 배우들의 연기를 통해 몰입이 되기 시작함.  볼거리는 넘치나 전개가 빠르고 개연성이 떨어짐.,1
하.. 볼게 없어서 봤는데.. 그냥 미숀 몇번 더보는데 좋을듯,0
웃기려고 작정한 영화ㅋㅋ 웃음으로 시작해서 웃음으로 끝남,1
너무 재밌었다. 계속 웃으면서 본 영화,1
"눈물나게 웃고 나왔습니다. 오늘 삼실서 힘들었는데, 잠시나마 잊게해줘 고맙습니다.",1
웃기긴 했는데 재미는 없었음,0
"온가족이 함께 보러갔다가, 온가족이 함께 웃었다 ㅎㅎ",1
현재볼영화가없어서천만까지갈수잇을영화같은데요.개인적으로뻔한웃음코드..현재상영작이볼게없어봣어유,0
갸꿀잼입니다 돈이안아깝네영,1
와이프가 이거 무료티켓 문자왔다고 보러가자 했는데 정우성 난민 개소리 지껄인거 이야기 해주니까 문자 바로 지워버리더라고요. 정우성씨께 감사드립니다. 시간낭비 안하게 해주셔서 ^^,0
개노잼린정합니까!!!,0
방금 보고 왔어요~넘넘 잼나요~완전웃기구 또 보고 싶어지네요~^^대박 났네요~간만에 너무 웃고 너무 기분좋네요~♡,1
진짜 핵존잼인데 영화관나오고나서도 이정도면 또 봐도되겠는데?또 보고싶다 나중에 또 봐야지 이런생각이 드는영화는 처음이네요 진짜 재밌음,1
재밌있는영화다 재미있게봤다,1
진선규 앞에 조선족있는게 뭔가 아이러니함ㅋㅋ,1
기대안하고 현재 1위라  혼자 보고 왔는데 재밌어요~돈 안아깝네요,1
스포조차할게없다....지운어르신ㅈㅅ....,0
비급 싸구려액션 싼마이  허접,0
최근 본 거중에 가장 재미있었습니다재미있었네요 ㅎㅎ,1
너무 재밌게 봤습니다 ㅎㅎㅎㅎ,1
여가시간에 극장을 즐겨방문합니다올해 최악의 영화였습니다클라멘타인과 견줄만 합니다안보는 것을 추천합니다여러가지로 너무 실망했습니다,0
아무생각없이 웃다가 기분좋게 나옴,1
두시간 내내 존잼입니다,1
"친구들한테 이거 보자고 하고 욕먹었습니다.. 저번부터 영화보는눈이 똥이라면서 특별시민부터 염력, 인랑 다 제가 보자고했는데 그중에서도 인랑이 최악이라네요",0
도대체... 65억 들인 영화가 알바만 한 1억 썼냐? 라니라고 아... 연고불명자 노숙자 등의 주민번호도용해서 이미 한 오천개 아이디는 만들어놓고 알바 50명이 100개씩 쓰고 일당 5만원에 250만원이면 땡이라고? 예라이 OO히들...,0
개인적으론 별로임..스토리 개연성이 부족해보임,0
힐링힐링하고 왔어요~~~,1
이정도반응이면 안봐도 뻔하다 남에나라 작품 망쳐놓고 잘하는짓이다,0
액션과 장면 하나하나의 색감과 구성 훌륭합니다.  시각적으로 굉장히 웰메이드 영화인데 스토리면에서 조금 아쉬운 부분이 있네요.   전반적으로 극장에서 볼만한 영화네요.,1
캐릭터확실 ㅋㅋ 정말잼나요,1
왜 보고있었는지..모르는1인..,0
이걸 본 오시이 마모루가 꾸짖을 갈喝!!!,0
진짜간만에 대박영화봤네요별10개로도 부족부족!!!!,1
처음부터 끝까지 웃고 나왔습니다.,1
올만에 제대로 웃었슴!,1
안 봤으면 큰일날뻔 또 보고 싶은 영화,1
이게 940만까지 갈 영화는 아닌것같은데 역시 영화는 타이밍....^^,1
역시 한국영화는 올레tv에서 보는게 ㅡ.ㅡ 졸라 유치해서 ..,0
정말 재미있는 영화 입니다,1
ㅋ끝까지 웃긴 영화간만에 웃고간당,1
완전 재밌습니다>@@,1
재밌어요 너무너무!!,1
재밌음재밌음재밌음재밌음,1
예고편 기대에는 조금 못미침,1
이게 재밌다는건 그나라의 국민의 지식수준을 반영한다는거다...;;,0
영화보면서 이렇게 웃은거 진짜 오랜만..,1
보는 내내 영화관 전체 다 터짐ㅋㅋㅋ,1
재치있고 재미있는 영화 잘 봤습니다,1
즐거운 하루가 좋았읍니다,1
"배우들의 연기, 김지운감독윽 연출에 놀라다",1
"전 갠적으로 재미있었습니다.연기자 분들 좋았어요,평점방어니 뭐니 진심 한심하다 니들이 뭐라도 되는거 같니여기는 그냥 솔직히 개인이 느낀 재미있던 정도를 표현하는 거야 인간아",1
진선규님 너무 멋져용!!,1
아재밌다ㅋㅋ비급 감성 있지만 재밌음ㅋㅋ,1
지금까지 이런맛은 없었다 이것은 갈비인가 통닭인가,1
상업영화의 진수를 보여주는 영화... 상영관만 ㅈㄴ게 독점차지하고 내용은 밋밋하고 웃기지도 않는데 억지 웃음 자아나게 만드는 B급 영화...,0
진짜 코미디영화중 최고인거 같아여,1
간만에 정말 재밌게 봤습니다~!! 감독님 배우님들 감사드립니다~^^,1
남편은 재미있게 봤다고 하고 나는 졸았다. 무한도전이나 개그콘서트같은거 재미있게 보는사람은  코드가 맞아서  재미있게 볼수 있는듯. 약간 꼬인사람들은  안맞으면 재미없는듯.,1
재밌을줄 알았는데.. 이렇게 노잼이라니기대를 많이 한 탓 인가요jQuery22407456669442603152_1532573546444강동원형 얼굴 보면서 참았음효주누나는 딱히..,0
유쾌하게 계속되는 웃음.웃는건데 눈물이 펑펑,1
신비아파트가 더재밌어요.,0
액션만큼만 볼만했다. 초만 20분 배경을 그대로 이끌어 갔으면 좋았을듯 싶은데 쓸대없이 멜로가 모든걸 망쳤다.,1
"한 순간도 놓치고 싶지 않을 정도로 재밌었음 ㅠ진선규의 오토바이신에서  그 편안한 미소,,, 극한직업2탄 나왔으면 좋겠는 마음 ㅎ무튼  정말 너무 재밌게 봤습니다. ㅎ",1
풋...하하...큭큭큭.... 끝,1
처음부터 끝까지 재밌었어요ㅎㅎ 가볍게 웃으면서 보기에 좋은 영화 같아요!,1
진지하게. 이 영화를 어제 보는 내내 든 생각입니다. 영화 끝나자마자 무조건 평점 줘야지. 돈 개 아깝다. 어떻게 제가 130분을 참았는지 모릅니다. 지겹고 짜증나서 죽는줄 알았습니다. 5점 이상 무조건 알바같음.,0
평점 처음남깁니다. 여자친구가 보자고해서 봤습니다.원래 유치한 개그영화는 오글거려서 별로 안좋아하는데 이건... 진짜 그냥 리얼웃음나와요 ㅋㅋ 너무웃김... 억지웃음이아니라 진짜웃겨요... 꼭 보세요,1
멍멍이 재밌어요~ 때리는 효과음은 너무 찰짐 ㄷㄷㄷ,1
"특기대 전술적 연출 부족, 시대상 반영 부족 09년인지 29년인지 구별불가, 특기대 외에는 신경 안쓴듯..장비며 총기선택하며..야간 실내작전에 달랑 후라시 하나 끼고 가고.. 경찰들 무장상태하며 특임대라는 산적들하며..배경바꾸듯 낡은 설정은 바꿔야..",1
재밌다고 해서 기대 많이했는데 몇몇 부분빼고 그냥 그렇고 예상되는 웃음 포인트네요 ㅠ 솔직히 스크린 독점빨이 큰 거 같아요,0
존나 정신없고 유치함 지루하진 않음 진선규 부러움,0
이병헌과 류승용은 서로의 멱살을 잡고 무덤에서 끌어 올렸다,1
너무 재밌어요 추천합니다~,1
거를게없는 완벽한 코미디영화,1
리뷰 1점 주는애들은 그냥 OOO인거,1
두번 봐도 내용 이해 안가고  팝콘 씹고 있는 상황에서도 잠듬...,0
지금 내돈내고예매해서 막 보고나왔는데..최근 본 영화들중 최고! 생각없이 보기 딱좋음... 마약반 5명 모두 애정하지 않을수 없는 캐릭터~ ㅎ 쵝오!!,1
평점보고 기대하고 조조봤는데 그닥 ㅠ 중간중간 웃음포인트가 있지만 중간 추격신? 무튼 그부분부터는 지루했어요. 딱 스트레스 전환용. cj투자의 극장점유율과 괜찮은 영화가 없는 시기의 콜라보가 만든 흥행인듯한.. 볼만한데 너무 기대하면 실망해요~,0
와...진짜 방금 봤는데ㅠ너무너무 재밌었어요 커플끼리 친구끼리 가족끼리 누구나 상관없이 즐기기 좋은 영화니까 다들 꼭 보세요 강추. 10점 만점ㅋㅋㅋ배꼽 빠지게 웃었네요,1
중간 중간만 웃긴 영화가 아니라 1초도 놓치지 않고 계속 웃긴영화에요 재밌게 관람했어요 ~~,1
넘 잼있게 봤어요^^많이 웃었어요.,1
ㅋㅋㅋㄱ와ㅋ지금 보고왔는데 진짜빵터짐ㅋㅋㄱ진짜재밌네,1
엄청 기대하고 봤는데... 기대이하라..,0
진선규 응원합니다 ㅎㅎ,1
이영화는 악역마져도 재밌어요~ㅎㅎ,1
왜 자꾸 장사가 잘되는데~~~,1
너무 재밌어서 두번봤어요 ~~영화관애서 두번보기는 처음입니다~ㅎㅎ,1
기대안하고 받는데..진짜 웃기네요 ㅋㅋ올만에 엄청 웃었어요ㅎ,1
너무보는내내 기분이좋구 행복해지는 영화에요!,1
간만에 온가족이 웃으면서 즐겁게봤습니다. 명절 가족영화로 추천합니다~,1
부담없는 코미디영화..,1
영화보는 내내 웃고왔어요. 뜻밖의 치킨집 아이디어 참신하고 재밌었어요ㅎㅎㅎㅎ,1
아무런 생각없이 혹은 우울할때 편안하게 웃으면서 즐길 수 있는 영화였습니다~~,1
ㅋ돈주고 똥먹은기분 ㅋ,0
치킨먹고 싶어짐ㅋㅋㅋ,1
간만에 많이 웃었어요.,1
너무 재밌었어요 연기들 최고!!!!,1
이게 거의 2시간짜리 영화였네 .. 대박 완전 재밌음시간 후딱 갔네 진선규 이하늬 마지막,1
좀 유치한데  나름 볼만하네요..,1
끝까지 웃겨주네여|~,1
장르의  무게감은 휘발되고 장르의 무력감만  다가왔다,0
안보면 후회 한다!!!,1
완전 짱 짱 꿀재미있어요,1
리얼 이 더 재미있지 않나요?,0
"공명 안아파~에서 숨못쉬고 웃음ㅋㅋㅋ진짜 봤던 영화중에 비교도 안되게 재밌음;;평점 처음 남겨봄,,",1
ㅋㅋ나는 엄청 재밌고 긴장감 있게 봤눈뎅,1
지금까지 이런 영화는 없었다이것은 영화인가 코미디인가,1
"로맨스 파트와 인물들의 감정선을 표현하거나 증폭시키는 부분이 영화를 완전히 헤집어놨다는 것에는 동의한다. 하지만, 액션 파트와 연출, 세계관 구성만 놓고 보면 적어도 내 기대는 충족시킨 꽤 괜찮은 영화였다고 생각한다.",1
적당한 코미디와 적당한 액션씬에 가족과 함께 즐거운 관람하였습니다,1
앞으로 설날 영화로 자리잡을 영화. 두시간동안 웃고싶다면 강추!,1
재미있게  잘  봤어요.욕좀  줄이고  칼쓰는것좀  안했으면  하는  아쉬움이  있네요,1
신과함께2하고 미션임파서블하고 인랑하고 다 봤는데 미션보다는 아니지만 신과함께보다는 훨씬 재밌다... 댓글하고 평점 다 왜 이러냐 신과함께 스크린독점에 댓글알바까지 풀었나,1
우울하고 힘든상황에 아무생각없이 혼자 조조로 보았는데 영화보는 시간만큼은 정말 재미있었고 많이 웃었어요. 코믹인데 고급진 배우들의 연기력과 탄탄한구성이 돈 더주고봐도 아깝지 않을거 같아요~ 많이많이 보시고 저처럼 힐링되시길..,1
웃긴 드립 옆에 더 웃긴 드립. 빵빵터지는 대사 X 찰떡 캐릭터 배우들의 연기가 만들어낸 근래 보기 드물었던 코미디영화!! 포스터 보고 배달통 광고 느낌이라 기대감 없이 봤다가 역습당함.ㅋ,1
